register_#,annual_dfo,country,began,ended,days,deaths,displaced,damage_usd,main_cause,severity,sq_km,flood_magnitude_index,centroid_x,centroid_y
2192,1370,New Zealand,3/27/03,3/29/03,3,1,50,,Heavy rain,1,1.37,3.61,119.784,-3.094
2193,255400,Belarus,3/22/03,5/5/03,45,0,,,Snowmelt,1,255.4,7.06,25.203,52.577
2194,700,Mozambique,3/26/03,3/28/03,3,2,15000,,Heavy rain,1,700,3.32,57.583,37.111
2195,3000,Iran,3/26/03,3/27/03,2,0,,,Heavy rain,1,3,3.78,51.619,31.512
2196,900,Iran,3/27/03,3/27/03,1,0,800,,Heavy rain,1,900,2.95,34.906,-19.764
2197,340,Indonesia,3/31/03,4/1/03,2,39,,,Heavy rain,1,340,2.83,121.709,-8.784
2198,13530,Canada,3/31/03,4/3/03,4,2,170,10000000,Rain and snowmelt,1,13.53,4.73,-63.986,45.105
2199,1435000,Russia,4/1/03,5/14/03,44,1,8000,,Snowmelt,2,1.435.000,8.1,42.899,49.241
2200,238600,Azerbaijan,4/7/03,4/17/03,11,2,20000,60000000,Rain and snowmelt,1.5,238.6,6.6,47.135,40.222
2201,2790,Afghanistan,4/7/03,4/8/03,2,4,400,,Heavy rain,1,2.79,3.75,61.744,35.117
2202,2420,Malawi,4/5/03,4/8/03,4,4,,,Heavy rain,1,2.42,3.99,-88.651,32.334
2203,83500,USA,4/7/03,4/10/03,4,0,100,20000000,Heavy rain,1.5,83.5,5.7,33.784,-11.001
2204,5020,Tajikistan,4/13/03,4/25/03,13,1,6000,41000000,Heavy rain,1,5.02,4.81,69.205,38.043
2205,23060,Oman,4/14/03,4/19/03,6,30,,,Heavy rain,1,23.06,5.14,47.193,40.942
2206,30870,Azerbaijan,4/16/03,6/4/03,50,0,,,Heavy rain,1,30.87,6.19,-65.827,18.253
2207,1140,Puerto Rico,4/16/03,4/22/03,7,4,300,17000000,Heavy rain,1,1.14,3.9,64.739,55.454
2208,151000,Russia,4/16/03,5/28/03,43,0,,,Snowmelt,1,151,6.81,35.708,52.553
2209,329200,Russia,4/15/03,5/18/03,34,0,600,,Snowmelt,1,329.2,7.05,58.59,23.361
2210,14990,Afghanistan,4/18/03,4/21/03,4,5,,,Heavy rain,1.5,14.99,4.95,65.069,33.069
2211,1760,Afghanistan,4/18/03,4/20/03,3,2,800,,Heavy rain,1,1.76,3.72,69.272,34.958
2212,1500,Afghanistan,4/21/03,4/22/03,2,0,,,Heavy rain,1,1.5,3.48,69.216,36.724
2214,769900,Russia,4/23/03,5/13/03,21,0,500,,Snowmelt,1,769.9,7.21,35.198,-0.139
2214,769900,Russia,4/23/03,5/13/03,21,0,500,,Snowmelt,1,769.9,7.21,68.874,33.951
2215,1450,Afghanistan,4/23/03,4/24/03,2,0,2000,,Heavy rain,1,1.45,3.46,-60.497,-31.579
2216,202800,Argentina,4/28/03,5/10/03,13,24,161500,1500000000,Heavy rain,2,202.8,6.72,43.741,-12.315
2217,8760,Australia,4/12/03,4/16/03,5,0,,,Heavy rain,1,8.76,4.64,147.01,-41.737
105,49270,USA,9/25/86,10/5/86,11,1,700,36000000,Heavy rain,1.5,49.27,5.91,-148.177,64.977
2218,210,Comoros Islands,4/25/03,4/27/03,3,0,300,,Heavy rain,1,210,2.8,42.395,63.531
2219,6720,USA,4/29/03,5/4/03,6,0,,,Ice jam/break-up,1,6.72,4.61,44.635,5.371
2220,24060,Papua New Guinea,4/14/03,5/4/03,21,0,,,Heavy rain,1,24.06,5.7,143.696,-4.402
2222,13870,Indonesia,5/3/03,5/6/03,4,0,2000,,Heavy rain,1,13.87,4.74,103.544,-1.504
2222,13870,Indonesia,5/3/03,5/6/03,4,0,2000,,Heavy rain,1,13.87,4.74,-83.023,38.289
2225,272100,USA,5/6/03,5/14/03,9,3,2000,17000000,Heavy rain,1.5,272.1,6.57,-85.484,35.214
2226,33800,Somalia,5/6/03,5/8/03,3,0,,,Heavy rain,1,33.8,5.01,42.417,1.505
2227,360,Iran,5/9/03,5/10/03,2,0,,see notes,Brief torrential rain,1,360,2.86,54.122,36.925
2228,5265,Australia,5/13/03,5/18/03,6,0,300,,Brief torrential rain,1,5.265,4.5,151.153,-33.704
2230,5280,Madagascar,5/8/03,5/12/03,5,68,47000,,Tropical cyclone,1,5.28,4.42,48.78,-19.173
2231,317900,China,5/15/03,5/21/03,7,83,18000,135000000,Heavy rain,1,317.9,6.35,80.788,6.619
2232,13490,Sri Lanka,5/17/03,5/26/03,10,266,300000,see notes,Heavy rain,1.5,13.49,5.31,114.939,26.569
2233,174,American Samoa,5/18/03,5/19/03,2,4,,50000000,Heavy rain,1,174,2.54,-170.682,-14.316
2234,2075,Iran,5/22/03,5/23/03,2,2,,,Brief torrential rain,1,2.075,3.62,47.699,38.513
2235,17430,Philippines,5/26/03,5/30/03,5,41,8357,1000000,Tropical cyclone,1.5,17.43,5.12,120.74,15.596
2236,10280,Afghanistan,5/26/03,6/6/03,12,0,400,,Heavy rain,1,10.28,5.09,68.915,36.438
2237,17830,USA,5/25/03,5/30/03,6,1,,,Heavy rain,1,17.83,5.03,-78.496,37.223
2239,3900,Moldova,5/29/03,5/31/03,3,3,,,Heavy rain,1,3.9,4.07,28.607,47.381
2240,6240,Venezuela,6/1/03,6/3/03,3,1,450,,Heavy rain,1,6.24,4.27,128.13,62.879
2241,5080,Russia,6/1/03,6/4/03,4,0,,,Heavy rain,1,5.08,4.31,-71.47,8.349
2242,44620,China,6/5/03,6/7/03,3,28,,,Heavy rain,1,44.62,5.13,90.834,53.317
2243,1200,Mexico,6/5/03,6/6/03,2,4,3000,,Heavy rain,1,1.2,3.38,-97.089,18.838
2242,44620,China,6/5/03,6/7/03,3,28,,,Heavy rain,1,44.62,5.13,82.511,43.775
2244,2430,Azerbaijan,6/5/03,6/14/03,10,1,,,Heavy rain,1,2.43,4.39,47.151,41.276
2247,5710,Nigeria,6/7/03,6/8/03,2,0,2000,see notes,Heavy rain,1,5.71,4.06,9.79,12.428
2246,1700,Tajikistan,6/6/03,6/10/03,5,3,2500,,Heavy rain,1,1.7,3.93,67.791,39.465
2246,1700,Tajikistan,6/6/03,6/10/03,5,3,2500,,Heavy rain,1,1.7,3.93,90.854,26.171
2250,790,Nigeria,5/28/03,5/29/03,2,1,800,see notes,Brief torrential rain,1,790,3.2,8.434,11.81
2182,27370,USA,3/17/03,3/21/03,5,0,,,Ice jam/break-up,1,27.37,5.14,-98.174,19.072
2251,3350,Columbia,6/14/03,6/16/03,3,3,4000,,Heavy rain,1,3.35,4,-75.582,1.616
2252,1700,Columbia,6/14/03,6/16/03,3,2,,,Heavy rain,1,1.7,3.71,-75.575,6.216
2253,60610,USA,6/13/03,6/19/03,7,7,1500,,Heavy rain,1,60.61,5.63,-82.363,38.357
2254,22830,Philippines,6/15/03,6/18/03,4,11,70000,,Tropical cyclone,1,22.83,4.96,125.009,11.793
2255,12930,East Timor,6/16/03,6/20/03,5,2,600,,Monsoonal rain,1,12.93,4.81,125.657,-9.012
2256,2650,Afghanistan,6/16/03,6/21/03,6,13,100,,Heavy rain,1,2.65,4.2,70.615,37.87
2257,4230,Bangladesh,6/19/03,7/3/03,15,55,20000,,Monsoonal rain,1,4.23,4.8,91.933,21.924
2258,760,India,6/21/03,6/24/03,4,4,,,Monsoonal rain,1,760,3.48,74.927,12.916
2259,18770,USA,6/22/03,6/28/03,7,0,250,11300000,Heavy rain,1,18.77,5.12,-81.894,27.267
2260,37670,India,6/20/03,6/26/03,7,4,,,Monsoonal rain,1,37.67,5.42,73.44,21.396
2261,1287000,China,6/23/03,7/28/03,36,430,1500000,725000000,Heavy rain,1,1.287.000,7.67,118.401,28.831
2262,34060,USA,6/23/03,6/26/03,4,1,,15,Heavy rain,1,34.06,5.13,-97.096,40.715
2266,1090,Iran,6/26/03,6/26/03,1,0,,,Brief torrential rain,1,1.09,3.04,50.776,36.682
2267,1770,New Zealand,6/28/03,6/30/03,3,0,,,Heavy rain,1,1.77,3.73,172.993,-41.395
2265,2780,Afghanistan,6/25/03,6/26/03,2,0,,,,1,2.78,3.75,124.377,7.044
2265,2780,Afghanistan,6/25/03,6/26/03,2,0,,,,1,2.78,3.75,70.94,38.199
2263,150,Guatemala,6/25/03,6/30/03,6,3,40,,Heavy rain,1,150,2.95,-90.491,14.621
2269,108400,China,7/1/03,8/7/03,38,18,1600000,400000000,Heavy rain,1.5,108.4,6.79,115.718,32.517
2270,960,Uganda,7/1/03,7/3/03,3,20,700,,Heavy rain,1,960,3.46,34.138,0.94
2268,6900,Uruguay,6/28/03,7/2/03,5,1,300,,Heavy rain,1,6.9,4.54,-56.004,-34.433
2273,150500,USA,7/5/03,7/21/03,17,3,1200,106000000,Heavy rain,1.5,150.5,6.58,-85.976,39.789
2272,1490,Afghanistan,7/5/03,7/6/03,2,2,280,,Brief torrential rain,1,1.49,3.47,69.16,34.218
2271,4100,Afghanistan,7/2/03,7/5/03,4,0,,,,1,4.1,4.21,69.429,36.928
2274,1020,Mexico,7/3/03,7/4/03,2,0,,1000000,Heavy rain,1,1.02,3.31,-99.163,18.939
2275,137100,Nepal,7/3/03,8/20/03,49,217,4000,,Monsoonal rain,1,137.1,6.83,84.053,28.593
2276,235100,Burma,7/2/03,9/1/03,62,0,,,Monsoonal rain,1,235.1,7.16,95.503,20.575
2277,1440,Afghanistan,7/9/03,7/11/03,3,9,,,Brief torrential rain,1,1.44,3.64,68.124,34.905
2278,103800,China,7/12/03,7/15/03,4,1,,,Heavy rain,1,103.8,5.62,92.884,43.164
2214,769900,Russia,4/23/03,5/13/03,21,0,500,,Snowmelt,1,769.9,7.21,79.316,57.82
2279,868200,Pakistan,7/15/03,9/1/03,49,285,900000,,Monsoonal rain,1,868.2,7.63,72.21,28.732
2280,33250,Afghanistan,7/15/03,7/18/03,4,9,,,Heavy rain,1,33.25,5.12,69.509,33.492
2281,1220,Mexico,7/17/03,7/18/03,2,10,200,,Heavy rain,1,1.22,3.39,-96.766,18.113
2282,700,Venezuela,7/18/03,7/19/03,2,1,,,Heavy rain,1,700,3.15,130.746,32.479
2283,8080,Japan,7/19/03,7/21/03,3,19,800,see notes,Heavy rain,1,8.08,4.38,-66.859,10.5
2284,63740,Philippines,7/19/03,7/23/03,5,22,20000,20600000,Tropical cyclone,1,63.74,5.5,121.267,16.502
2285,53540,Ethiopia,7/19/03,8/1/03,14,2,7000,,,1,53.54,5.87,41.056,10.902
2286,12170,USA,7/21/03,7/28/03,8,3,1000,see notes,Heavy rain,1,12.17,4.99,-80.925,41.065
2287,281900,Mongolia,7/21/03,8/10/03,21,20,400,270000,Heavy rain,1,281.9,6.77,110.141,21.211
2288,131900,Kyrgyzstan,7/21/03,7/25/03,5,1,,,Heavy rain,1,131.9,5.82,103.35,49.324
2289,9370,Venezuela,7/21/03,7/25/03,5,0,860,,Heavy rain,1,9.37,4.67,77.103,43.675
2290,8170,Nigeria,7/23/03,7/25/03,3,5,,,Heavy rain,1,8.17,4.39,8.943,6.286
2291,39470,China,7/23/03,7/25/03,3,14,30000,,Tropical cyclone,1,39.47,5.07,-63.329,10.419
2292,550,Panama,7/12/03,7/13/03,2,0,4000,,Heavy rain,1.5,550,3.22,-79.727,8.903
2293,1520,Nigeria,7/22/03,7/24/03,3,0,160,see notes,Heavy rain,1,1.52,3.66,11.174,10.2
2294,2620,Nigeria,7/27/03,7/27/03,1,2,3000,,Heavy rain,1,2.62,3.42,9.135,6.929
2296,215600,China,7/27/03,10/10/03,76,0,1000,6890000,Heavy rain,1,215.6,7.21,124.702,47.944
2295,13110,USA,7/27/03,7/31/03,5,0,20,,Heavy rain,1,13.11,4.82,-149.976,63.912
2298,95750,Sudan,7/28/03,8/21/03,25,20,325000,150000000,Heavy rain,1.5,95.75,6.56,36.459,15.383
2299,12780,India,7/29/03,8/2/03,5,2,14000,,Monsoonal rain,1,12.78,4.81,73.96,21.981
2300,2580,Afghanistan,7/29/03,7/30/03,2,30,,,Heavy rain,1.5,2.58,3.89,70.588,35.842
2301,9890,China,7/30/03,8/1/03,3,2,,,Heavy rain,1,9.89,4.47,111.067,39.043
2297,12070,Vietnam,7/25/03,8/1/03,8,5,,,,1,12.07,4.98,103.048,21.871
2303,486600,Chad,8/3/03,11/2/03,92,0,,,Heavy rain,1,486.6,7.65,20.25,10.996
2302,8220,Russia,7/29/03,7/31/03,3,0,600,,Heavy rain,1,8.22,4.39,94.033,51.231
2305,6500,Thailand,8/5/03,8/7/03,3,2,,,Heavy rain,1,6.5,4.29,102.261,12.628
2304,3900,Vietnam,8/2/03,8/5/03,4,12,,,Brief torrential rain,1,3.9,4.19,107.896,12.981
2306,1990,Canada,8/4/03,8/5/03,2,0,400,10000000,Brief torrential rain,1,1.99,3.6,-71.946,46.083
2307,118400,Sudan,8/3/03,8/25/03,23,9,13000,,Heavy rain,1,118.4,6.44,34.002,13.884
2308,14420,Vietnam,8/4/03,8/8/03,5,0,,,Heavy rain,1,14.42,4.86,106.447,10.542
2310,15060,South Korea,8/6/03,8/8/03,3,0,6000,,Heavy rain,1,15.06,4.65,127.647,37.873
2309,3160,Estonia,8/5/03,8/6/03,2,0,,383000,Heavy rain,1,3.16,3.8,27.36,59.193
2311,138900,Nigeria,8/5/03,10/12/03,69,7,10000,,Heavy rain,1,138.9,6.98,4.735,12.395
2315,586300,Senegal,8/9/03,11/5/03,89,10,5300,,Heavy rain,1,586.3,7.72,-12.94,15.939
2314,78730,Algeria,8/9/03,8/11/03,3,13,,,Heavy rain,1,78.73,5.37,0.786,26.379
2312,21090,India,8/7/03,8/11/03,5,0,2800,,Heavy rain,1,21.09,5.02,79.295,19.188
2313,9510,Japan,8/8/03,8/11/03,4,11,1600,see notes,Tropical cyclone,1,9.51,4.58,143.444,42.826
2316,19630,Nigeria,8/8/03,8/24/03,17,1,16000,,Heavy rain,1,19.63,5.52,10.013,12.634
2317,7450,Philippines,8/11/03,8/18/03,8,0,145000,,Heavy rain,1,7.45,4.78,120.827,15.072
2318,65750,Russia,8/14/03,8/18/03,5,0,200,see notes,Heavy rain,1,65.75,5.52,101.83,52.124
2319,1028000,Burkina Faso,8/10/03,10/19/03,71,31,10000,,Heavy rain,1,1.028.000,7.86,18.578,-33.975
2320,320,South Africa,8/18/03,8/21/03,4,0,600,,Heavy rain,1,320,3.11,-3.102,14.212
2322,550,Somalia,8/18/03,8/20/03,3,1,,,Heavy rain,1,550,3.22,43.999,9.415
2321,323800,China,8/1/03,8/25/03,25,1,600,,Heavy rain,1,323.8,6.91,94.329,32.339
2323,34210,USA,8/19/03,8/21/03,3,0,,100000000,Brief torrential rain,1,34.21,5.01,-115.508,35.53
2325,10540,USA,8/22/03,8/22/03,1,2,,,Brief torrential rain,1,10.54,4.02,-84.683,38.119
2324,53110,Ethiopia,8/19/03,9/9/03,22,0,7000,,Heavy rain,1,53.11,6.07,40.442,10.402
2327,5830,Mexico,8/24/03,8/27/03,4,2,3000,,Tropical cyclone,1,5.83,4.37,-110.799,24.417
2326,7790,South Korea,8/21/03,8/25/03,5,1,,,Heavy rain,1,7.79,4.59,127.024,37.864
2328,27220,China,8/25/03,8/26/03,2,3,,,Tropical cyclone,1,27.22,4.74,110.266,21.151
2329,85,Australia,8/24/03,8/25/03,2,0,,,Heavy rain,1,85,2.23,147.018,-43.063
2330,3540,Australia,8/24/03,8/27/03,4,0,,,Heavy rain,1.5,3.54,4.33,147.481,-41.693
2333,5000,USA,8/26/03,8/26/03,1,3,30,,Brief torrential rain,1,5,3.7,-115.879,34.28
2334,2470,Kenya,8/26/03,9/12/03,18,1,2100,,Heavy rain,1,2.47,4.65,34.244,0.227
2331,2920,Kenya,8/24/03,8/24/03,1,0,400,,Brief torrential rain,1,2.92,3.47,35.689,0.987
2332,471100,China,8/24/03,11/12/03,81,123,670000,240000000,Heavy rain,1.5,471.1,7.76,107.985,35.681
2335,370,Romania,8/27/03,8/27/03,1,2,,,Brief torrential rain,1,370,2.57,28.815,44.866
2336,11780,Russia,8/27/03,8/29/03,3,0,200,,Brief torrential rain,1,11.78,4.55,44.37,44.7
2338,117900,India,8/27/03,10/20/03,55,67,3000000,55000000,Monsoonal rain,1,117.9,6.81,85.894,20.626
2337,6160,China,8/26/03,8/30/03,5,17,,,Heavy rain,1,6.16,4.49,103.018,30.032
2342,32130,USA,9/1/03,9/9/03,9,1,500,4200000,Heavy rain,1.5,32.13,5.64,-86.617,39.734
2341,1170,USA,8/30/03,8/31/03,2,6,,,Brief torrential rain,1.5,1.17,3.55,-96.329,38.51
2340,1110,Italy,8/29/03,8/30/03,2,2,300,,Heavy rain,1,1.11,3.35,13.227,46.081
2339,160,Haiti,8/29/03,8/30/03,2,24,12000,,Heavy rain,1,160,2.51,-72.644,19.106
2345,134900,Nigeria,9/5/03,10/28/03,54,16,210000,2570000,Heavy rain,1,134.9,6.86,7.487,10.514
2344,10530,Ethiopia,9/5/03,9/5/03,1,7,,,Brief torrential rain,1,10.53,4.02,37.868,10.541
2343,3519,Pakistan,9/5/03,9/6/03,2,30,,,Brief torrential rain,1,3.519,3.85,72.052,35.234
2352,171200,USA,9/18/03,9/24/03,7,7,2500,,Tropical cyclone,1,171.2,6.08,-78.425,37.331
2349,2830,USA,9/15/03,9/16/03,2,0,200,,Heavy rain,1,2.83,3.75,-75.441,39.819
2350,380,Tunisia,9/16/03,9/18/03,3,4,,,Heavy rain,1,380,3.06,10.186,36.865
2351,6690,Turkey,9/18/03,9/18/03,1,6,,,Brief torrential rain,1,6.69,3.83,41.946,39.031
2346,31350,Vietnam,9/10/03,9/14/03,5,15,,,,1,31.35,5.2,105.73,19.401
2347,314900,Thailand,9/12/03,10/12/03,31,7,10000,3690000,Monsoonal rain,1,314.9,6.99,101.593,17.373
2348,21410,South Korea,9/12/03,9/15/03,4,127,9000,2900000000,Tropical cyclone,1,21.41,4.93,128.019,35.235
2359,730,France,9/22/03,9/23/03,2,1,30,,Brief torrential rain,1,730,3.16,4.157,43.723
2360,1850,Italy,9/23/03,9/24/03,2,1,30,,Brief torrential rain,1,1.85,3.57,10.381,43.916
2354,48760,Nepal,9/20/03,9/23/03,4,18,,,Heavy rain,1.5,48.76,5.47,81.867,29.171
2353,2290,China,9/20/03,9/22/03,3,13,8000,9640000,Heavy rain,1,2.29,3.84,118.581,25.728
2231,317900,China,5/15/03,5/21/03,7,83,18000,135000000,Heavy rain,1,317.9,6.35,122.896,9.35
2358,640,Indonesia,9/22/03,9/24/03,3,0,5000,,Heavy rain,1,640,3.28,98.729,3.613
2357,1790,Afghanistan,9/19/03,9/22/03,4,3,,,Heavy rain,1,1.79,3.85,71.04,34.987
2356,114000,Mexico,9/22/03,10/1/03,10,2,6000,100000000,Tropical cyclone,1,114,6.06,-110.096,23.606
2361,137700,Nigeria,9/22/03,10/10/03,19,28,1000,,Heavy rain,1,137.7,6.42,11.924,8.878
2362,5590,Sri Lanka,10/1/03,10/2/03,2,8,10000,,Heavy rain,1,5.59,4.05,80.353,6.35
2363,920,New Zealand,10/3/03,10/4/03,2,2,,3000000,Heavy rain,1,920,3.26,174.84,-41.19
2365,14780,Mexico,10/5/03,10/12/03,8,0,1500,,Tropical cyclone,1,14.78,5.07,-93.601,17.915
2364,21800,Malaysia,10/3/03,10/25/03,23,3,39000,,Heavy rain,1.5,21.8,5.88,100.097,6.647
2366,62960,USA,10/12/03,10/24/03,13,0,50,,Heavy rain,1.5,62.96,6.09,-99.205,27.63
2367,51770,Algeria,10/15/03,10/18/03,4,13,,,,1,51.77,5.32,0.11,34.989
2368,10630,Vietnam,10/15/03,10/22/03,8,52,40000,18000000,Heavy rain,1,10.63,4.93,108.846,14.767
2370,11460,Thailand,10/17/03,11/4/03,19,3,3000,25000000,Monsoonal rain,1.5,11.46,5.51,99.79,12.559
2369,61820,Canada,10/17/03,10/26/03,10,4,4000,190000000,Heavy rain,1.5,61.82,5.97,-122.853,49.502
2371,51610,Russia,10/25/03,10/27/03,3,0,600,2000000,Heavy rain,1.5,51.61,5.37,40.715,43.813
2372,73220,Brazil,10/27/03,10/31/03,5,0,,,Heavy rain,1,73.22,5.56,-53.269,-29.929
2377,600,Indonesia,11/2/03,11/3/03,2,165,1600,,Heavy rain,1,600,3.08,98.063,3.429
2376,17160,Taiwan,11/2/03,11/3/03,2,2,,,Tropical cyclone,1,17.16,4.54,121.774,17.61
2374,90,Rwanda,10/30/03,10/31/03,2,0,7000,,Heavy rain,1,90,2.26,30.256,-1.449
2373,171100,Columbia,10/29/03,11/4/03,7,16,,,Heavy rain,1,171.1,6.08,-75.312,5.475
2378,950,Papua New Guinea,11/6/03,11/10/03,5,2,5000,,Heavy rain,1,950,3.68,147.419,-6.633
2383,38300,Vietnam,11/12/03,11/17/03,6,61,,35000000,Heavy rain,1,38.3,5.36,108.979,12.905
2379,500,Saudi Arabia,11/10/03,11/11/03,2,12,,,Brief torrential rain,1,500,3,39.827,21.421
2384,460,South Africa,11/13/03,11/13/03,1,4,,,Brief torrential rain,1,460,2.66,24.8,-27.524
2381,297700,Argentina,11/11/03,11/13/03,3,12,900,,Heavy rain,1,297.7,5.95,-61.686,-32.712
2382,250,USA,11/12/03,11/13/03,2,18,,,Brief torrential rain,1,250,2.7,-118.273,33.899
2385,8240,Sierra Leone,11/11/03,11/13/03,3,0,200,,Heavy rain,1,8.24,4.39,-11.853,7.477
2386,13380,Spain,11/1/03,1/18/04,79,3,,,Heavy rain,1,13.38,6.02,-6.249,37.091
2387,21190,Morocco,11/17/03,11/21/03,5,13,,,Brief torrential rain,1,21.19,5.03,-2.917,34.961
2388,214000,USA,11/19/03,11/22/03,4,9,250,,Heavy rain,1.5,214,6.11,-79.316,38.876
2389,700,Indonesia,11/22/03,11/24/03,3,3,12000,,Heavy rain,1,700,3.32,112.552,-8.107
2391,1045,Canada,11/24/03,12/2/03,9,0,15,,Heavy rain,1,1.045,3.97,-75.957,46.183
2392,5300,Honduras,11/28/03,12/24/03,27,7,3000,20000000,Heavy rain,1,5.3,5.16,-86.859,15.73
2394,5590,Columbia,11/29/03,12/1/03,3,4,,,Heavy rain,1,5.59,4.22,-75.082,10.62
2393,3340,Brazil,11/29/03,11/30/03,2,7,2000,,Heavy rain,1,3.34,3.82,-43.356,-22.644
2395,86270,France,12/1/03,12/10/03,10,9,27000,29000000,Heavy rain,1.5,86.27,6.11,4.941,44.822
2390,3790,Vietnam,11/24/03,11/26/03,3,3,,,Heavy rain,1,3.79,4.06,108.35,15.612
2380,21400,Dominican Republic,11/10/03,11/26/03,17,12,48000,15500000,Heavy rain,1,21.4,5.56,-70.983,19.479
2396,100,Australia,12/2/03,12/3/03,2,0,50,75000000,Brief torrential rain,1,100,2.3,145.105,-37.834
2397,3600,Indonesia,11/30/03,12/6/03,7,0,4000,,Heavy rain,1,3.6,4.4,101.494,0.287
2398,11860,Venezuela,12/2/03,12/6/03,5,0,6000,,Heavy rain,1,11.86,4.77,-72.308,9.06
2400,7220,Dominican Republic,12/6/03,12/8/03,3,8,1000,,Tropical cyclone,1,7.22,4.34,-70.317,18.37
2399,540,Indonesia,12/5/03,12/10/03,6,0,1000,,Heavy rain,1,540,3.51,98.729,3.597
2401,22660,Malaysia,11/30/03,12/18/03,19,5,3000,,Heavy rain,1,22.66,5.63,103.22,4.817
2402,23690,Thailand,12/10/03,12/15/03,6,6,,1400000,Heavy rain,1,23.69,5.15,99.665,8.655
2404,9920,Tunisia,12/12/03,12/13/03,2,7,,,Heavy rain,1,9.92,4.3,9.227,36.778
2405,770,Costa Rica,12/12/03,12/14/03,3,1,2500,,Heavy rain,1,770,3.36,-83.306,10.094
2406,21720,Malaysia,12/17/03,1/10/04,25,0,2000,,Monsoonal rain,1,21.72,5.73,117.982,5.415
2407,12920,Philippines,12/19/03,1/7/04,20,200,97500,3000000,Heavy rain,1,12.92,5.41,125.766,8.882
2408,240,Tanzania,12/20/03,12/21/03,2,0,2000,,Heavy rain,1,240,2.68,37.708,-4.075
2410,1300,Turkey,12/24/03,12/26/03,3,6,,,,1,1.3,3.59,30.788,37.007
2409,8230,Bolivia,12/22/03,12/26/03,5,35,,1000000,,1,8.23,4.61,-65.059,-16.723
2411,260,USA,12/25/03,12/26/03,2,15,,,,1,260,2.72,-117.246,34.201
2403,79400,Indonesia,12/10/03,1/23/04,45,148,350000,,Heavy rain,1.5,79.4,6.73,102.902,-1.042
2412,168000,USA,1/4/04,1/16/04,13,2,60,,Heavy rain,1,168,6.34,-85.388,38.677
2413,16830,Guyana,1/5/04,1/7/04,3,0,,,Heavy rain,1,16.83,4.7,-58.356,6.663
2414,73130,Peru,1/8/04,1/10/04,3,0,11000,,Heavy rain,1,73.13,5.34,-76.222,-8.293
2415,87840,Iran,1/10/04,1/19/04,10,6,8000,,Heavy rain,1,87.84,5.94,51.439,29.467
2416,3570,Boliva,1/10/04,1/11/04,2,0,40000,,Heavy rain,1,3.57,3.85,-64.89,-14.877
2417,1232000,Australia,1/14/04,2/25/04,43,0,3400,32000000,Monsoonal rain,1.5,1.232.000,7.9,141.148,-19.171
2418,2019000,Brazil,1/10/04,3/8/04,59,161,230000,117000000,Heavy rain,1,2.019.000,8.08,-44.678,-22.525
2419,1930,Afghanistan,1/15/04,1/17/04,3,0,4000,,Heavy rain,1,1.93,3.76,62.153,34.317
2420,10630,Yemen,1/12/04,1/21/04,10,5,,,Heavy rain,1,10.63,5.03,45.331,14.353
2421,540,Namibia,1/14/04,1/17/04,4,1,,see notes,Brief torrential rain,1.5,540,3.51,17.112,-22.551
2422,32620,Malaysia,1/24/04,2/3/04,11,3,6900,see notes,Heavy rain,1,32.62,5.55,103.742,1.627
2423,1310,Mozambique,1/25/04,2/6/04,13,2,,,Heavy rain,1,1.31,4.23,32.868,-25.399
2424,17760,Australia,1/29/04,2/5/04,8,0,,1000000,Heavy rain,1.5,17.76,5.33,147.369,-41.406
2425,75080,Angola,1/27/04,3/1/04,35,0,,,Heavy rain,1,75.08,6.42,15.226,-16.048
2427,530,Tanzania,2/2/04,2/4/04,3,4,,,Heavy rain,1,530,3.2,38.987,-10.08
2428,385,UK,2/3/04,2/7/04,5,0,,,Rain and snowmelt,1,385,3.28,-3.782,53.133
2429,26680,Indonesia,2/3/04,2/5/04,3,4,2400,,Heavy rain,1,26.68,4.9,112.566,-7.632
2430,596100,Namibia,2/1/04,6/2/04,123,10,40000,,Heavy rain,1.5,596.1,8.04,21.427,-14.562
2431,176500,Madagascar,1/8/04,2/20/04,44,6,18000,,Heavy rain,1,176.5,6.89,44.642,-17.483
2432,150200,Iraq,1/16/04,2/25/04,41,0,,,Heavy rain,1,150.2,6.79,46.163,30.841
2433,23470,Turkey,1/24/04,2/14/04,22,0,,,Heavy rain,1,23.47,5.71,27.984,38.157
2434,20370,Philippines,2/11/04,2/25/04,15,7,20000,,Heavy rain,1,20.37,5.49,125.744,8.229
2435,14840,New Zealand,2/13/04,2/25/04,13,2,2500,210000000,Heavy rain,2,14.84,5.59,175.533,-40.153
2436,32950,Australia,2/13/04,2/17/04,5,0,,,Heavy rain,1,32.95,5.22,120.087,-21.092
2437,3690,Indonesia,2/17/04,2/25/04,9,0,4000,200000,Heavy rain,1,3.69,4.52,108.144,-6.41
2438,280,Indonesia,2/18/04,2/23/04,6,5,13000,60000000,Heavy rain,1,280,3.23,106.838,-6.194
2439,1080,Indonesia,2/22/04,2/25/04,4,1,3000,,Heavy rain,1,1.08,3.64,99.124,3.282
2440,139100,Brazil,2/11/04,5/5/04,85,0,,,Heavy rain,1,139.1,7.07,-50.482,-11.878
2441,338700,Australia,2/18/04,3/10/04,22,0,,,Heavy rain,1,338.7,6.87,134.694,-16.977
2442,42110,Australia,2/20/04,3/7/04,17,0,,,Heavy rain,1,42.11,5.85,124.624,-17.945
